Tên Chợ,Vĩ độ (Lat),Kinh độ (Lon),Loại dữ liệu,OSM ID
Chợ (Không tên),13.7651984,109.2158757,node,11379438914
Chợ (Không tên),13.7656833,109.2165916,node,11379440826
Chợ (Không tên),13.7527572,109.2120071,node,11379461348
Evening Textile Market,13.7641678,109.2210722,node,11379467998
Market 2 (Produce and fish),13.7658704,109.2247217,node,11381337839
Central Market,13.7724381,109.224633,node,11383439688
Fruits (cheap & specials),10.3499361,107.086166,node,11424996126
Thai Market,15.9963119,107.9889349,node,11427582964
Chợ Huỳnh Văn Chính,10.7808343,106.6414933,node,11465699290
Chợ Vĩnh Viễn,9.664509,105.4632675,node,11497041281
Chợ dân sinh HH,20.9629327,105.8268188,node,11506051549
Chợ Đông Giang,11.5512924,109.029459,node,11528315807
Chợ hoa Xuân,14.3640033,108.0182041,node,11536762467
Chợ Vĩnh Tuy,21.0017434,105.8716876,node,11644919775
Chợ (Không tên),21.6023227,104.5122183,node,11768914351
Chợ Gành Dầu,10.3731575,103.8474338,node,11849971190
Chợ Nho Lâm,13.0754891,109.2247991,node,11869832496
Chợ Phước Mỹ,16.0665465,108.2422676,node,11888483369
Chợ Cầu Ngang,9.7968888,106.4516051,node,11932349853
Chợ (Không tên),20.9671325,105.8187521,node,11936494469
Chợ đêm Na Hang,22.3478558,105.381227,node,11968161272
Chợ Baza,21.0857314,105.9408587,node,11989415196
Chợ (Không tên),15.9133389,108.3360666,node,12014356930
Hà Đăng Mart,21.0151651,105.7825427,node,12033021597
Marché de nuit de con dao,8.6861708,106.6087566,node,12071744837
Chợ (Không tên),12.27906,108.9087018,node,12089209127
Chợ quê Nghiêm Xá,20.8080169,105.8533554,node,12090162463
Chợ Đông Hải,9.5499006,106.4329755,node,12121697364
Chợ Đồn,13.1643216,109.1311186,node,12123891375
Chợ Sơn Hòa,13.0477958,108.9754636,node,12123891604
Cảng cá Vũng Chao,13.4462441,109.2903273,node,12128947555
Chợ Vũng Chao,13.4455109,109.2911613,node,12128947556
Chợ nổi mới Tân Phong,10.3122272,106.032718,node,12141867902
Chợ Giồng Chùa,9.986144,106.5038628,node,12156991369
Chợ Mễ Trì,21.0103485,105.7788194,node,12177717116
Seafood mini-market,10.7910098,106.7073948,node,12259274107
Local Market,10.3366448,106.0323966,node,12331133804
Chợ đêm Lê Duẩn,16.070751,108.2150164,node,12333995781
Chợ đêm Bà Rịa,10.4962728,107.1658032,node,12468113279
Phố đêm xứ Trảng,11.0317784,106.3538818,node,12495635616
Night Market,10.1151424,103.9835591,node,12541150253
Chợ (Không tên),20.6512969,105.155906,node,12548844505
Chợ (Không tên),16.3074976,108.0045335,node,12603382390
Chợ Cây Quéo,10.8089294,106.6868754,node,12606376174
Chợ (Không tên),11.4237407,107.4369806,node,12613088206
Chợ (Không tên),11.2852501,107.4884473,node,12617618204
Chợ (Không tên),16.6195122,106.5987524,node,12623112102
Chợ (Không tên),9.7983682,104.6326228,node,12623423813
Chợ (Không tên),9.7990969,104.6130697,node,12625585280
Chợ (Không tên),18.4599537,105.316618,node,12651652601
Chợ (Không tên),21.9598313,106.36705,node,12682591168
Chợ Côn Minh,22.126094,106.0220217,node,12682625621
Chợ Thành Công,21.0227967,105.8153118,node,12694077466
Chợ Định,21.1144527,105.6627411,node,12717381058
Chợ Phú Diễn,21.0520228,105.7581687,node,12769662336
Chợ Canh,21.0343959,105.7418874,node,12769681330
Chợ (Không tên),21.8505246,104.0886776,node,12770199802
Chợ Bến Phà,20.8166666,106.6250831,node,12799672101
Chợ (Không tên),20.8462474,104.6407251,node,12805351601
Chợ,22.4738913,105.6468216,node,12809075901
Chợ Gò Công,20.801644,106.6267057,node,12813271402
Chợ Cốm Mễ Trì Hạ,21.0136877,105.7801751,node,12814113704
Chợ Thuận An,9.7703956,106.128837,node,12816821831
Chợ Cầu Quan,9.7668024,106.1332887,node,12817041417
Chợ thôn Đoàn Kết,21.1569857,106.2544728,node,12817187699
Chợ Đồng Sài,21.1479966,106.2297318,node,12817196952
Chợ (Không tên),21.1500767,106.2544923,node,12817227917
Chợ Đa Phúc,20.7946845,106.6564989,node,12830144901
Chợ Hàng,20.8350649,106.6782325,node,12846494962
Chợ Cầu Kè,9.8723353,106.056032,node,12847010016
Chợ Càng Long,9.9976064,106.2058939,node,12851063864
Chợ Gốc si,20.9403759,106.0044732,node,12871235926
Chợ Châu Cầu mới,21.1234285,106.2448328,node,12875264597
Chợ Báu,20.9384228,106.0026924,node,12891859280
Chợ Xuân Quế,10.8442331,107.1663828,node,12925497504
Chợ Chu Mẫu,21.1662869,106.0982866,node,12944060163
Chợ Vân Canh,21.034708,105.7373662,node,12980196296
Chợ Phường 7,10.3677588,107.0829203,node,12995457671
Chợ Mỗ Lao,20.9801728,105.7827636,node,12995557127
Chợ Cư Bao,12.7902317,108.2201518,node,13016534756
Gian Hàng Trạm Dừng Nghỉ KM 237 Lào Cai,22.3627479,104.0818377,node,13016900508
Chợ (Không tên),21.5321698,104.9731874,node,13017095803
chợ Sở Đông,20.9323889,105.9518538,node,13038657789
Chợ (Không tên),11.951717,108.4392916,node,13055866001
Chợ (Không tên),11.9510307,108.435762,node,13061494501
Chợ (Không tên),22.4656944,105.5342116,node,13074579303
Chợ (Không tên),21.1311515,106.2448872,node,13077382258
Chợ (Không tên),21.1408116,106.2547142,node,13088576091
Chợ Lạc Dương,12.0093376,108.4215576,node,13114217050
Chợ Nghĩa Trụ,20.9557048,105.9889774,node,13197034196
Chợ Phù Lưu,20.7883511,106.6214105,node,13227020601
Chợ đầu mối thủy hải sản đêm khu phố Nguyễn Giáo - phường Đồng Nguyên,21.1226782,105.9652309,node,13230939183
Chợ xã Nghĩa Trụ,20.9422669,105.9578643,node,13284616889
Chợ Đông Du,21.12722,106.2012223,node,13290126284
Chợ Đêm Sơn Trà,16.0607314,108.2314438,node,13300819649
Chợ Đổ,20.8570635,106.6726422,node,13307671601
Chợ Nguyễn An Ninh,20.9909813,105.8452483,node,13323664905
Chợ Cóc,20.9914966,105.8452582,node,13323664906
Chợ (Không tên),20.9525442,105.9522852,node,13325635551
Chợ Hàng Da,21.0314652,105.8463455,way,28847036
Chợ Long Phước,10.8084246,106.8598815,way,32587159
Chợ Hội An,15.8767993,108.3313604,way,35952504
Chợ vải Hội An,15.8770764,108.3325201,way,35952591
Chợ Bến Thành,10.7725707,106.6980174,way,39514795
Chợ Tân Định,10.7898998,106.6900513,way,39598471
Chợ Đa Kao,10.7924476,106.6965889,way,39598492
Chợ Thái Bình,10.7667598,106.6888743,way,39598509
Chợ Trần Hữu Trang,10.7934979,106.6718224,way,58711783
Chợ Phú Nhuận,10.7939272,106.6827315,way,59783927
Chợ Nguyễn Đình Chiểu,10.8046364,106.6800049,way,60431691
Chợ Xóm Chiếu,10.7635257,106.7061049,way,79345731
Chợ Đồng Hới,17.4640113,106.6270255,way,87200797
Chợ Cần Thơ,10.0313964,105.7881728,way,89626476
Chợ Cái Khế,10.0439306,105.7844845,way,89890559
Chợ Châu Đốc,10.7110766,105.118877,way,116866865
Chợ Châu Đốc,10.7115617,105.1196228,way,116866866
Chợ An Cựu,16.4574645,107.6006612,way,118541113
Chợ Đầu mối Hoà Cường,16.0308747,108.219824,way,118672509
Lang Co Market,16.2293262,108.0855291,way,130217852
Chợ An Bình,10.0077395,105.7491842,way,136482742
Chợ Sa Đéc,10.2912072,105.7677132,way,147392610
Chợ Trung Tâm Móng Cái,21.5312782,107.9682744,way,149333828
Chợ Đêm Dinh Cậu,10.2162958,103.9605782,way,152800945
Chợ An Đông,10.7581051,106.6721844,way,152990635
Chợ hoa Hồ Thị Kỷ,10.7657014,106.6772919,way,152992729
Chợ Đông Ba,16.4725333,107.5886564,way,161714451
Chợ Nam Dân,20.0905335,106.0870316,way,161869294
Chợ Đầm,12.2549685,109.1917922,way,162815253
Chợ Hòa Bình,10.752056,106.6756651,way,165398104
Chợ Xuân Khánh,10.0266106,105.7768657,way,165936606
Chợ Hưng Lợi,10.0239421,105.7617345,way,166106623
Chợ Hãng Phân,10.7623211,106.7002213,way,166264569
chợ Vịnh Tre,10.6150692,105.2093325,way,166551820
Chợ Số 2,10.1671997,106.0406569,way,168550991
Chợ Xẻo Trôm,10.3645647,105.4393117,way,168666904
Chợ Cái Sao,10.346674,105.4684731,way,168667162
Chợ Phú Lâm,10.7555561,106.6314179,way,169081595
Chợ Cây Da Sà,10.7562354,106.6188804,way,169081613
Chợ thực phẩm Sa Đéc,10.2920814,105.7687548,way,169215762
Chợ An Châu,10.4445182,105.3900436,way,169424210
Chợ Trà Ôn,9.9667272,105.9202889,way,169517705
Chợ trái cây,10.2921558,105.7671907,way,169921966
Chợ Lấp Vò,10.3611667,105.5224527,way,169954862
Chợ Tri Tôn,10.4209063,105.0027492,way,170057718
Chợ Tân Châu,10.7985924,105.2494365,way,170080707
Chợ Thường Thới Tiền,10.811817,105.2482034,way,170177557
Chợ cá Cao Lãnh,10.4536169,105.6375319,way,170190898
Chợ đêm Cao Lãnh,10.4540886,105.6363058,way,170190960
Chợ nông sản Cao Lãnh,10.4542644,105.6374399,way,170194633
Chợ Trần Quốc Toản,10.4856516,105.5806681,way,170402339
Chợ Sáu Quốc,10.4751811,105.6007549,way,170402465
Chợ,10.0345435,105.7819219,way,182127677
Chợ Tân Mỹ,10.7364452,106.7187278,way,188114147
Chợ Kim Biên,10.7500448,106.6559414,way,189027782
Chợ Bồ Đề,13.8278779,109.169263,way,194613419
Night market,12.2396405,109.1957891,way,196749901
Chợ Võ Thành Trang,10.800423,106.6378438,way,198323758
Chợ Cồn,16.0681703,108.2145338,way,204790989
Chợ Hàn,16.0682192,108.2244108,way,204885903
Chợ Vĩnh Thanh 2,10.011269,105.0774414,way,207371810
Chợ Bà Lê,15.8835885,108.3492955,way,210931546
Chợ Vũng Tàu,10.3482132,107.0859232,way,215166910
Chợ Tân Bình,10.7860771,106.6532813,way,220861324
Chợ Nguyễn Văn Trỗi,10.7863437,106.6798496,way,220972106
Chợ Tròn,10.2856843,104.6438452,way,223156494
Chợ Vĩnh Tường,9.7373873,105.5765456,way,224458382
Chợ Sóc Trăng,9.6033751,105.9759427,way,225364178
Chợ Biên Hòa,10.9464622,106.8143888,way,225364839
Chợ Hạnh Thông Tây,10.835642,106.6586789,way,226512569
Chợ Tân Thành,12.6684933,108.0385764,way,228403227
Chợ Tân An,12.6929039,108.0605647,way,228999689
Chợ An Sương,10.8460021,106.6211754,way,230001409
Chợ phường 3,10.2349716,106.3759644,way,230395498
Trung tâm thương mại Bến Tre,10.2351365,106.3771294,way,230396275
Chợ phường 7,10.2338287,106.3582164,way,230782902
Phú Phong Market,13.9122777,108.9193672,way,230818991
Chợ (Không tên),13.1024528,109.3118956,way,232497273
Chợ Bắc Hà,22.5355877,104.2921507,way,234956885
Chợ Rạch Dừa,10.3980115,107.1160115,way,235991337
Chợ Ga,20.8556062,106.6837966,way,236577970
Chợ Trần Quang Khải,20.8595619,106.6807773,way,236754392
Chợ (Không tên),20.2530764,105.9722519,way,236984985
Chợ (Không tên),20.2507949,105.9653004,way,237128743
Chợ Rồng Ninh Bình,20.2561797,105.977616,way,237358188
Chợ Bảo Lộc,11.5466988,107.8105343,way,237492804
Chợ (Không tên),16.5553267,107.6485383,way,238752613
Chợ Con,20.8504196,106.6843996,way,240409584
Chợ Cát Bi,20.8239499,106.7120016,way,240463678
Chợ An Dương,20.8495427,106.6703275,way,240890021
Chợ Đông Hải,20.853007,106.7176566,way,241066679
Chợ Phú An,13.9003243,108.9428075,way,241070645
Chợ Đồng Quốc Bình,20.8382092,106.6963028,way,241127678
Chợ Đằng Lâm,20.8301729,106.7111383,way,241200713
Chợ Đông Khê,20.8477498,106.7010318,way,241423930
chợ Sở Dầu,20.8712432,106.6532871,way,241457592
Chợ Phan Chu Trinh,12.6954249,108.0532954,way,241744966
Chợ Vạn Mỹ,20.8617714,106.7091102,way,241945210
Chợ Máy Chai,20.87299,106.7030989,way,241995370
Chợ Bính-Hoa Động,20.8889893,106.6652926,way,242013336
Chợ Nam Hải,20.8239791,106.7393894,way,242019500
Chợ Trung Tâm,12.6805026,108.0424651,way,242433854
Chợ Trung tâm Thành phố Buôn Ma Thuột,12.67944,108.0424603,way,242433857
Chợ Cái,20.9581434,105.9998101,way,243115931
Chợ (Không tên),21.0364197,105.8266546,way,244102704
Chợ Bún,20.9853782,105.9288916,way,244377898
Chợ Bằng A,20.9611682,105.821799,way,251612236
Chợ Bà Rịa,10.4917989,107.1701969,way,253054343
Chợ Long Hương,10.4994138,107.1620054,way,254751793
Chợ Kim Hải,10.5009747,107.1347784,way,254751803
Chợ Long Toàn,10.4941072,107.1965096,way,254754092
Chợ Phước Nguyên,10.5003,107.1813209,way,254754593
Chợ An Ngãi,10.4790564,107.2221719,way,258933211
Chợ An Nhứt,10.4874064,107.2479211,way,259046016
Chợ Chu Hải,10.499733,107.1195707,way,259067646
Chợ Phường 1,10.3501551,107.0755521,way,259528309
Chợ Bến Đá,10.3799779,107.0669699,way,259759825
Chợ Phước Hải,10.4186176,107.2863846,way,259914876
Chợ Phước Tỉnh,10.4057944,107.1872199,way,261438710
Chợ cá Cồn Chà,10.9199865,108.1001069,way,261715393
Chợ Tân Quy,10.7449265,106.7067222,way,262630557
Chợ Thị Nghè,10.7920425,106.707548,way,263311733
Chợ Tân Kiểng 2,10.7454228,106.7047774,way,263313887
Chợ Thủ Dầu Một,10.9773191,106.6512814,way,264294898
Chợ cá,10.9785747,106.6511853,way,264294900
Chợ Mỹ Tho,10.3572697,106.3678877,way,265244994
Chợ Xóm Mới,12.242817,109.1903773,way,266497124
Chợ Vòng Nhỏ,10.3519952,106.3551207,way,268014930
Chợ Cũ,10.3570611,106.3756537,way,268552685
Chợ Trảng Cát,10.6405458,107.0877034,way,270876381
Chợ Tóc Tiên,10.6002921,107.1251149,way,271395199
Chợ Châu Pha,10.5852846,107.1505849,way,276452851
Trung tâm Thương mại Huyện Châu Đức,10.6474584,107.2385892,way,284043225
Chợ Lộc An,10.456944,107.3276378,way,285163763
Chợ Đường Biên,11.0791047,106.1727015,way,285414704
Chợ Sơn Kỳ,10.8058848,106.6225827,way,285859684
Chợ số 3,21.532697,107.9705449,way,286780032
Chợ Togi,21.5323221,107.9718845,way,286780033
Chợ Trà Vinh,9.9354245,106.3431592,way,288574306
Chợ (Không tên),9.9320218,106.3443959,way,288574317
Chợ Trảng Bàng,11.0335203,106.3529355,way,289441753
Chợ Tháp Mười,10.5193969,105.8447137,way,289441754
Chợ Đông Hòa,10.8903238,106.7858479,way,291139291
Chợ Dĩ An,10.9071038,106.7700934,way,291180580
Chợ Nội Hóa,10.8991288,106.7919107,way,291493844
Chợ Tân Phú,10.8689715,106.8076192,way,291672229
Chợ Bà Chiểu,10.8016821,106.6988175,way,292075521
Chợ đầu mối Thủ Đức,10.8699654,106.7275743,way,292839313
Chợ (Không tên),10.8501209,106.7558111,way,293087657
Chợ Gò Vấp,10.8235049,106.6872202,way,299221928
Chợ Vĩnh Yên,21.3090026,105.5987098,way,301441357
Chợ Siêu Thị Đà Nẵng,16.0665136,108.2033416,way,303193771
Chợ Bình Long,11.6532903,106.6063498,way,304048152
Chợ Củ Chi,10.9699442,106.4821788,way,305302554
Chợ Hòa Bình,10.6263164,107.3733325,way,306004345
Chợ Tân Biên,11.5445673,106.0030719,way,307748440
Chợ Đồng Xoài,11.5356357,106.8975242,way,308426605
Chợ Sáng Suối Nghệ,10.5905189,107.210441,way,309274146
Chợ Cây Quéo,10.8094781,106.6848458,way,313539554
Chợ Phước Bình,10.8172086,106.7721339,way,314210189
Chợ Phú Lợi 2,10.7082488,106.6224266,way,315563039
Chợ Đống Đa,16.0815686,108.2172906,way,316236687
Chợ Thiếc,10.7598051,106.6567232,way,316633363
Chợ Từ Đức,10.8489437,106.7656481,way,317498945
Chợ (Không tên),17.0692064,107.0020737,way,319580707
Chợ Nguyễn Tri Phương,10.7644473,106.6637169,way,319782550
Chợ Trảng Bom,10.9551262,107.0144046,way,321136901
Chợ La Gi,10.6626861,107.7752574,way,321991605
Chợ Long Thành,10.7770924,106.9562343,way,322590412
Chợ Lái Thiêu,10.903128,106.6994992,way,322860994
Chợ Tân Uyên,11.0590435,106.7945895,way,323059521
Chợ (Không tên),11.0593746,106.7940453,way,323059538
Trung tâm Thương mại Kim Long,10.7042425,107.2445884,way,323616900
Chợ Phan Rí Cửa,11.173647,108.5672065,way,323745711
Chợ Hoa Hậu Giang,10.7495387,106.6384519,way,327192427
Chợ Minh Phụng,10.7507711,106.6428025,way,327192428
Chợ Đức Hòa,10.8188889,106.4535823,way,327354015
Chợ Thạnh Xuân,10.8800564,106.6781032,way,327443487
Chợ Hiệp Thành,10.8793363,106.6389503,way,327596582
Chợ Gò Dầu,11.0827137,106.2645746,way,334515097
Chợ Mộc Hóa,10.7793146,105.9355343,way,335039143
Chợ Bình Thạnh,11.0228101,106.2298181,way,337703871
Chợ,10.9297518,106.1653439,way,337710937
Chợ Tuyên Nhơn,10.6592453,106.1822868,way,338121730
Chợ Gia Nghĩa,12.0064005,107.6842299,way,339699365
Chợ Bến Cát,11.1515248,106.5894438,way,340041493
Chợ đầu mối phía Nam,20.9827123,105.8618544,way,344262457
Chợ (Không tên),10.8077369,106.7396518,way,345710710
Chợ Phú Thọ,10.7626601,106.6540696,way,358295779
Chợ (Không tên),14.4884565,109.0913113,way,361552774
Chợ Tam Quan,14.5475795,109.0418782,way,363116370
Chợ Hóc Môn,10.8889115,106.5962818,way,366069916
Chợ Tân Thới Nhì,10.8966909,106.5776098,way,366069917
Chợ Hóc Môn,10.8888853,106.5970211,way,366069924
Chợ Xuyên Mộc,10.5634777,107.423666,way,366645182
Chợ Thạnh Mỹ Lợi,10.7702578,106.7697558,way,366651481
Chợ Xóm Củi,10.7459362,106.661018,way,366664396
Chợ (Không tên),17.4672925,106.6037291,way,367260107
Chợ Hà Tĩnh,18.3380954,105.9045603,way,367547099
Chợ Gò Công Đông,10.3202917,106.7104931,way,367990280
Chợ Cần Đước,10.5042907,106.6040242,way,368246002
Chợ Rừng,20.9390372,106.7990497,way,368443587
Chợ Hội Đô,20.9339692,106.2954084,way,368449605
Chợ Thọ Xuân,21.5188153,107.9664127,way,368453522
Chợ Cẩm Thịnh,21.0072527,107.3444875,way,368602093
Chợ Tân Chính,16.069215,108.2066991,way,372172906
Chợ Tây Lộc,16.4733368,107.5672745,way,372292672
Chợ Bàu Cát,10.7915841,106.6420705,way,373726328
Dong Vui Square,10.9537968,108.2471704,way,403650223
Chợ Cẩm Lệ,16.0135663,108.2070723,way,406780032
Marketplace,11.3847834,107.5351998,way,407477638
Chợ đêm Da Lat,11.9418082,108.4370967,way,407704132
Chợ (Không tên),20.7246102,107.0500105,way,409744582
"Chợ Trái Cây, Rau Cải Đất Đỏ",10.4897538,107.2718325,way,410573801
Chợ Phước Thái,10.6791342,107.0284203,way,410990534
Chợ (Không tên),16.2699181,107.2338108,way,417006312
Chợ Hòa Hưng,10.7831905,106.6710848,way,418925063
Chợ Bình Tiên,10.7459406,106.6443656,way,419478164
Chợ Nhị Thiên Đường,10.7395075,106.657276,way,419720004
Chợ Phạm Thế Hiển,10.74323,106.6711226,way,420032375
Chợ Ba Đình,10.7482886,106.6684142,way,420287568
Chợ Rạch Cát,10.7133457,106.6256687,way,420287569
Chợ Nguyễn Chế Nghĩa,10.7426143,106.6540423,way,420287570
Chợ Tín Nghĩa,10.7499283,106.6564243,way,420287571
Chợ Tân Phú,10.7911484,106.6362486,way,421603551
Chợ Hoa Tươi Đầm Sen,10.7696954,106.642764,way,421970913
Chợ Phú Lạc,10.6906895,106.6537972,way,421977487
Chợ Kiến Đức 2,10.7288181,106.6198563,way,428539814
Chợ Tân Lập,16.0562799,108.2101736,way,429019192
An Thới,10.061679,105.7654217,way,442682076
Chợ Vạc,18.691034,105.5403843,way,446762237
Chợ Cầu Khuôn,18.8944956,105.356435,way,447033316
Chợ Hiệp Tân,10.7720249,106.6296991,way,456464084
Chợ Xanh,22.6667794,106.2614914,way,456752592
Chợ Tân Phú 2,10.7840146,106.625526,way,458857435
Chợ Kiến Đức,10.7535061,106.6139404,way,458865841
Chợ Bình Trị Đông,10.7635846,106.6125787,way,460200213
Chợ Tân Bửu,10.6854537,106.5391935,way,461374111
New Night Market,10.2171061,103.9607841,way,464532957
Chợ Vườn Chuối,10.7735273,106.6842638,way,465838943
Chợ (Không tên),12.6760948,109.2120344,way,469614611
Viglacera Community Market,21.0170588,105.9456344,way,479832688
Chợ Lớn Kon Tum,14.3491098,108.0030687,way,480675702
Chợ Đọ,21.1764188,106.0607721,way,480696609
Chợ Nhớn,21.1802282,106.0640951,way,480696757
Chợ Vẽ,21.0913579,105.7782495,way,487142233
Nhà lồng B,10.70141,106.6100964,way,489086378
Chợ đầu mối Bình Điền,10.7029112,106.6103055,way,489086379
Chợ Xuân Thới Thượng,10.8636061,106.5689509,way,494799480
Chợ Hòa Lợi,11.076869,106.6739563,way,497979530
Chợ Tân Bình,10.9398453,106.7652497,way,498042948
Chợ Búng,10.9458106,106.6906905,way,499420823
Chợ Thủ Đức,10.8502385,106.7541973,way,499426667
Chợ trung tâm Uông Bí,21.0347699,106.7696528,way,501034160
Chợ thuốc Quận 10,10.7806119,106.6667432,way,502252356
Chợ Bình Thới,10.7594191,106.6425361,way,502903942
Chợ Tân Hòa Đông,10.7599924,106.6272415,way,503015557
Chợ Bốn Xã mới,10.7731894,106.6207912,way,503015600
Chợ Linh Trung,10.8599715,106.7731619,way,503216454
Chợ Tam Bình,10.8703194,106.735563,way,503282437
Chợ (Không tên),21.0784834,105.7850883,way,503329943
Chợ (Không tên),10.6932286,106.5780324,way,504157838
Chợ Tăng Nhơn Phú,10.8443916,106.787967,way,507538764
Chợ An Dương Vương,10.7419252,106.6222988,way,508064676
Chợ Hồ Trọng Quý,10.7401689,106.6321336,way,508344637
Chợ Bà Hom,10.7533289,106.5909238,way,508741158
Nhà lồng F,10.7041036,106.6094152,way,509355580
Nhà lồng D,10.7027331,106.6097854,way,509355581
Chợ Bến Lức,10.6385059,106.4806245,way,511509064
Chợ Thuận Đạo,10.6255307,106.4879841,way,511509155
Chợ An Thạnh,10.6624206,106.4643929,way,511509163
Chợ Gò Đen,10.6386868,106.5376174,way,511509179
Chợ Tân Hương,10.7903428,106.6229108,way,511517485
Chợ Bình Long,10.7818929,106.6169046,way,512270770
Chợ Tân An,10.5380757,106.4139791,way,513005942
Ben Ngu Market,16.4552082,107.58394,way,513649271
Chợ Bình Chánh,10.665692,106.5717637,way,514174216
Chợ Quy Đức,10.6492182,106.6551734,way,514840634
Chợ Cầu Xáng,10.7909894,106.5154257,way,516091203
Chợ Trung Chánh,10.8603504,106.6099327,way,516639141
Chợ Tân Chánh Hiệp,10.8598516,106.6181902,way,516639176
Chợ Lê Hồng Phong,10.7643514,106.6767748,way,516932941
Chợ Bà Hoa,10.7916887,106.6474841,way,522958354
Chợ Phạm Văn Hai,10.7947735,106.6627004,way,523650557
Chợ Phó Bảng,23.2580103,105.184228,way,523736899
Chợ Gò Công,10.3605761,106.6724163,way,527480491
Chợ Cần Giuộc,10.6102483,106.6705053,way,528947998
Chợ Thủ Thừa,10.5980261,106.4053834,way,528948093
Chợ Tân Thạnh,10.6125032,106.0447837,way,529009491
Chợ (Không tên),10.6128285,106.044533,way,529009492
Chợ (Không tên),10.612252,106.0444887,way,529009493
Chợ (Không tên),10.6117836,106.0444662,way,529009494
